"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 28 13:47:12 UTC 2026","Sun Jun 28 13:47:13 UTC 2026","224","testcases","test_member","TestMemberList","","","test_search_member_by_keywords[\u5173\u952e\u8bcd_\u624b\u673a\u53f7]","正常：参数化关键词搜索"
"passed","Sun Jun 28 13:47:10 UTC 2026","Sun Jun 28 13:47:10 UTC 2026","428","testcases","test_keyword_driven","TestDataDrivenKeywords","","","test_filter_member_by_rfm[\u4e00\u822c\u633d\u7559\u5ba2\u6237]","按 RFM 等级筛选会员"
"passed","Sun Jun 28 13:47:34 UTC 2026","Sun Jun 28 13:47:34 UTC 2026","215","testcases","test_member","TestShopCards","","","test_get_member_level_list_success","正常：获取会员等级列表"
"passed","Sun Jun 28 13:47:08 UTC 2026","Sun Jun 28 13:47:08 UTC 2026","221","testcases","test_keyword_driven","TestDataDrivenKeywords","","","test_filter_member_by_rfm[\u91cd\u8981\u633d\u7559\u5ba2\u6237]","按 RFM 等级筛选会员"
"passed","Sun Jun 28 13:47:56 UTC 2026","Sun Jun 28 13:47:56 UTC 2026","587","testcases","test_product","TestProductDict","","","test_get_shop_categories","正常：门店分类"
"passed","Sun Jun 28 13:49:55 UTC 2026","Sun Jun 28 13:49:56 UTC 2026","1133","testcases.unit","test_auth_api","TestAuthLogin","","","test_login_success","正常登录：返回 200 且包含有效 token"
"passed","Sun Jun 28 13:47:08 UTC 2026","Sun Jun 28 13:47:08 UTC 2026","224","testcases","test_keyword_driven","TestDataDrivenKeywords","","","test_filter_member_by_rfm[\u4e00\u822c\u4ef7\u503c\u5ba2\u6237]","按 RFM 等级筛选会员"
"passed","Sun Jun 28 13:46:02 UTC 2026","Sun Jun 28 13:46:03 UTC 2026","725","testcases","test_cash","TestCashCategory","","","test_get_cash_category_success","正常：收银台商品分类"
"passed","Sun Jun 28 13:47:44 UTC 2026","Sun Jun 28 13:47:47 UTC 2026","2405","testcases","test_member","TestMemberFullScenario","","","test_full_member_management_flow","完整场景：获取品种 → 创建标签 → 创建会员(带宠物) → 查询详情 → 验证数据"
"passed","Sun Jun 28 13:47:57 UTC 2026","Sun Jun 28 13:47:57 UTC 2026","205","testcases","test_product","TestProductDict","","","test_get_product_tags","正常：商品标签列表"
"passed","Sun Jun 28 13:46:22 UTC 2026","Sun Jun 28 13:46:22 UTC 2026","220","testcases","test_cash","TestMemberQuery","","","test_get_member_list_with_keywords","正常：带关键词搜索会员"
"passed","Sun Jun 28 13:47:30 UTC 2026","Sun Jun 28 13:47:30 UTC 2026","211","testcases","test_member","TestMemberTags","","","test_add_shop_tag_empty_name","异常：空标签名"
"passed","Sun Jun 28 13:49:58 UTC 2026","Sun Jun 28 13:49:59 UTC 2026","597","testcases.unit","test_auth_api","TestAuthLogin","","","test_login_empty_phone","异常：手机号为空"
"passed","Sun Jun 28 13:46:11 UTC 2026","Sun Jun 28 13:46:11 UTC 2026","214","testcases","test_cash","TestCart","","","test_change_member_default","正常：切换非会员"
"passed","Sun Jun 28 13:50:03 UTC 2026","Sun Jun 28 13:50:04 UTC 2026","407","testcases.unit","test_auth_api","TestUserInfo","","","test_get_user_info_invalid_shop","边界：无效 shop_id"
"passed","Sun Jun 28 13:47:49 UTC 2026","Sun Jun 28 13:47:49 UTC 2026","216","testcases","test_product","TestProductList","","","test_search_spu_by_keywords[\u5173\u952e\u8bcd_\u7687\u5bb6]","正常：参数化关键词搜索"
"passed","Sun Jun 28 13:48:39 UTC 2026","Sun Jun 28 13:48:42 UTC 2026","2873","testcases","test_product","TestBatchStock","","","test_compute_in_price_zero_price","边界：入库价格为0"
"passed","Sun Jun 28 13:47:52 UTC 2026","Sun Jun 28 13:47:52 UTC 2026","216","testcases","test_product","TestProductList","","","test_spu_pagination[page=0\u8d8a\u754c]","边界：SPU 分页参数测试"
"passed","Sun Jun 28 13:49:02 UTC 2026","Sun Jun 28 13:49:08 UTC 2026","5634","testcases","test_product","TestComboProduct","","","test_create_combo_empty_product_ids","异常：组合商品子商品列表为空"
"passed","Sun Jun 28 13:47:04 UTC 2026","Sun Jun 28 13:47:04 UTC 2026","228","testcases","test_keyword_driven","TestDataDrivenKeywords","","","test_search_member_parametrized[\u6309\u5173\u952e\u8bcd]","参数化搜索会员"
"passed","Sun Jun 28 13:47:09 UTC 2026","Sun Jun 28 13:47:09 UTC 2026","221","testcases","test_keyword_driven","TestDataDrivenKeywords","","","test_filter_member_by_rfm[\u4e00\u822c\u53d1\u5c55\u5ba2\u6237]","按 RFM 等级筛选会员"
"passed","Sun Jun 28 13:50:02 UTC 2026","Sun Jun 28 13:50:02 UTC 2026","667","testcases.unit","test_auth_api","TestAuthLogin","","","test_login_missing_fields","异常：请求体缺少必填字段"
"passed","Sun Jun 28 13:48:45 UTC 2026","Sun Jun 28 13:48:45 UTC 2026","271","testcases","test_product","TestFileSTS","","","test_get_file_sts_empty_token","异常：空 token"
"passed","Sun Jun 28 13:46:45 UTC 2026","Sun Jun 28 13:46:46 UTC 2026","1171","testcases","test_keyword_driven","TestMemberKeywordsIntegration","","","test_create_and_verify_member","创建会员并验证是否存在"
"passed","Sun Jun 28 13:48:02 UTC 2026","Sun Jun 28 13:48:03 UTC 2026","457","testcases","test_product","TestCreateProduct","","","test_create_product_success","正常：创建商品后清理"
"passed","Sun Jun 28 13:47:27 UTC 2026","Sun Jun 28 13:47:28 UTC 2026","200","testcases","test_member","TestMemberDetail","","","test_get_member_by_id_invalid_format","异常：无效的会员 ID 格式"
"passed","Sun Jun 28 13:46:19 UTC 2026","Sun Jun 28 13:46:20 UTC 2026","789","testcases","test_cash","TestCashDict","","","test_get_species_list","正常：宠物种类"
"passed","Sun Jun 28 13:48:28 UTC 2026","Sun Jun 28 13:48:28 UTC 2026","199","testcases","test_product","TestBatchStock","","","test_compute_in_price_negative_price","异常：负数价格"
"passed","Sun Jun 28 13:49:56 UTC 2026","Sun Jun 28 13:49:57 UTC 2026","668","testcases.unit","test_auth_api","TestAuthLogin","","","test_login_wrong_password","异常：错误密码"
"passed","Sun Jun 28 13:47:28 UTC 2026","Sun Jun 28 13:47:29 UTC 2026","207","testcases","test_member","TestMemberOnceCards","","","test_get_member_once_cards_not_exist","异常：不存在会员的次卡"
"passed","Sun Jun 28 13:46:39 UTC 2026","Sun Jun 28 13:46:39 UTC 2026","234","testcases","test_keyword_driven","TestMemberKeywordsIntegration","","","test_create_member","创建会员"
"passed","Sun Jun 28 13:48:59 UTC 2026","Sun Jun 28 13:48:59 UTC 2026","215","testcases","test_product","TestComboProduct","","","test_get_spu_detail_not_exist","异常：不存在的 SPU ID"
"passed","Sun Jun 28 13:46:19 UTC 2026","Sun Jun 28 13:46:19 UTC 2026","217","testcases","test_cash","TestPayAndOrder","","","test_build_order_negative_price","异常：负数金额下单"
"passed","Sun Jun 28 13:46:05 UTC 2026","Sun Jun 28 13:46:05 UTC 2026","214","testcases","test_cash","TestCashCategory","","","test_cash_list_pagination[\u7b2c1\u9875]","边界：分页参数"
"passed","Sun Jun 28 13:47:26 UTC 2026","Sun Jun 28 13:47:27 UTC 2026","228","testcases","test_member","TestMemberDetail","","","test_get_member_by_id_success","正常：获取会员详情"
"passed","Sun Jun 28 13:47:07 UTC 2026","Sun Jun 28 13:47:07 UTC 2026","224","testcases","test_keyword_driven","TestDataDrivenKeywords","","","test_filter_member_by_rfm[\u91cd\u8981\u53d1\u5c55\u5ba2\u6237]","按 RFM 等级筛选会员"
"passed","Sun Jun 28 13:46:04 UTC 2026","Sun Jun 28 13:46:04 UTC 2026","203","testcases","test_cash","TestCashCategory","","","test_get_cash_list[\u641c\u7d22\u7687\u5bb6]","正常：参数化多关键词搜索"
"passed","Sun Jun 28 13:46:25 UTC 2026","Sun Jun 28 13:46:26 UTC 2026","1579","testcases","test_cash","TestCashierFlow","","","test_cart_add_and_list","集成：新建商品 → 入库 → 加购 → 验证购物车列表 → 清理"
"passed","Sun Jun 28 13:48:21 UTC 2026","Sun Jun 28 13:48:27 UTC 2026","6093","testcases","test_product","TestBatchStock","","","test_compute_in_price_success","正常：计算入库价格（先创建商品再计算）"
"passed","Sun Jun 28 13:47:28 UTC 2026","Sun Jun 28 13:47:28 UTC 2026","209","testcases","test_member","TestMemberOnceCards","","","test_get_member_once_cards_success","正常：获取会员次卡"
"passed","Sun Jun 28 13:47:34 UTC 2026","Sun Jun 28 13:47:34 UTC 2026","212","testcases","test_member","TestShopCards","","","test_get_shopping_card_list_success","正常：获取购物卡列表"
"passed","Sun Jun 28 13:47:05 UTC 2026","Sun Jun 28 13:47:05 UTC 2026","230","testcases","test_keyword_driven","TestDataDrivenKeywords","","","test_search_member_parametrized[\u6309\u624b\u673a\u53f7]","参数化搜索会员"
"passed","Sun Jun 28 13:47:18 UTC 2026","Sun Jun 28 13:47:18 UTC 2026","423","testcases","test_member","TestMemberList","","","test_member_list_pagination[zero_page]","边界：会员列表分页参数"
"passed","Sun Jun 28 13:47:50 UTC 2026","Sun Jun 28 13:47:50 UTC 2026","208","testcases","test_product","TestProductList","","","test_search_spu_special_chars","边界：特殊字符搜索"
"passed","Sun Jun 28 13:47:12 UTC 2026","Sun Jun 28 13:47:12 UTC 2026","460","testcases","test_member","TestMemberList","","","test_search_member_by_keywords[\u5173\u952e\u8bcd_\u6d4b\u8bd5]","正常：参数化关键词搜索"
"passed","Sun Jun 28 13:47:44 UTC 2026","Sun Jun 28 13:47:44 UTC 2026","436","testcases","test_member","TestTagAndMember","","","test_create_tag_and_assign_to_member","集成：创建标签 → 创建带标签的会员 → 验证"
"passed","Sun Jun 28 13:47:01 UTC 2026","Sun Jun 28 13:47:03 UTC 2026","2819","testcases","test_keyword_driven","TestCombinedKeywordScenarios","","","test_member_and_product_flow","
        组合业务流程:
        1. 创建会员
        2. 创建商品并入库
        3. 验证两者都存在

        传统代码: 150+ 行
        关键字驱动: 20 行
        "
"passed","Sun Jun 28 13:47:09 UTC 2026","Sun Jun 28 13:47:09 UTC 2026","213","testcases","test_keyword_driven","TestDataDrivenKeywords","","","test_filter_member_by_rfm[\u4e00\u822c\u4fdd\u6301\u5ba2\u6237]","按 RFM 等级筛选会员"
"passed","Sun Jun 28 13:50:05 UTC 2026","Sun Jun 28 13:50:05 UTC 2026","327","testcases.unit","test_auth_api","TestUserInfo","","","test_get_plus_info","正常：Plus 版本信息"
"passed","Sun Jun 28 13:47:25 UTC 2026","Sun Jun 28 13:47:25 UTC 2026","215","testcases","test_member","TestMemberList","","","test_member_list_filter_rfm[\u4e00\u822c\u4fdd\u6301\u5ba2\u6237]","正常：按 RFM 等级筛选"
"passed","Sun Jun 28 13:47:38 UTC 2026","Sun Jun 28 13:47:38 UTC 2026","224","testcases","test_member","TestCreateMember","","","test_create_member_with_multi_pets","正常：创建多宠物会员"
"passed","Sun Jun 28 13:47:51 UTC 2026","Sun Jun 28 13:47:51 UTC 2026","206","testcases","test_product","TestProductList","","","test_spu_pagination[limit=1\u6700\u5c0f]","边界：SPU 分页参数测试"
"passed","Sun Jun 28 13:47:10 UTC 2026","Sun Jun 28 13:47:11 UTC 2026","430","testcases","test_member","TestMemberList","","","test_get_member_list_success","正常：获取会员列表"
"passed","Sun Jun 28 13:47:20 UTC 2026","Sun Jun 28 13:47:20 UTC 2026","426","testcases","test_member","TestMemberList","","","test_member_list_order_by[\u6309\u521b\u5efa\u65f6\u95f4]","正常：会员列表排序"
"passed","Sun Jun 28 13:47:19 UTC 2026","Sun Jun 28 13:47:19 UTC 2026","420","testcases","test_member","TestMemberList","","","test_member_list_order_by[\u6309\u66f4\u65b0\u65f6\u95f4]","正常：会员列表排序"
"passed","Sun Jun 28 13:47:14 UTC 2026","Sun Jun 28 13:47:15 UTC 2026","432","testcases","test_member","TestMemberList","","","test_search_member_special_keywords[\u7a7a\u5b57\u7b26\u4e32]","安全/边界：特殊字符搜索"
"passed","Sun Jun 28 13:47:07 UTC 2026","Sun Jun 28 13:47:07 UTC 2026","216","testcases","test_keyword_driven","TestDataDrivenKeywords","","","test_filter_member_by_rfm[\u91cd\u8981\u4fdd\u6301\u5ba2\u6237]","按 RFM 等级筛选会员"
"passed","Sun Jun 28 13:47:58 UTC 2026","Sun Jun 28 13:47:59 UTC 2026","209","testcases","test_product","TestProductDict","","","test_get_supplier_list","正常：供应商列表"
"passed","Sun Jun 28 13:48:01 UTC 2026","Sun Jun 28 13:48:01 UTC 2026","209","testcases","test_product","TestBarcode","","","test_get_by_barcode_empty","边界：空条码"
"passed","Sun Jun 28 13:46:12 UTC 2026","Sun Jun 28 13:46:13 UTC 2026","210","testcases","test_cash","TestCart","","","test_change_member_non_existent","异常：切换到不存在的会员"
"passed","Sun Jun 28 13:50:00 UTC 2026","Sun Jun 28 13:50:01 UTC 2026","603","testcases.unit","test_auth_api","TestAuthLogin","","","test_login_sql_injection","安全：SQL 注入密码"
"passed","Sun Jun 28 13:47:48 UTC 2026","Sun Jun 28 13:47:48 UTC 2026","214","testcases","test_product","TestProductList","","","test_search_spu_by_keywords[\u5173\u952e\u8bcd_\u6d4b\u8bd5]","正常：参数化关键词搜索"
"passed","Sun Jun 28 13:50:04 UTC 2026","Sun Jun 28 13:50:04 UTC 2026","215","testcases.unit","test_auth_api","TestUserInfo","","","test_get_shop_certification","正常：门店认证信息"
"passed","Sun Jun 28 13:47:31 UTC 2026","Sun Jun 28 13:47:31 UTC 2026","210","testcases","test_member","TestMemberTags","","","test_add_shop_tag_special_chars","安全：特殊字符标签名"
"passed","Sun Jun 28 13:46:18 UTC 2026","Sun Jun 28 13:46:18 UTC 2026","211","testcases","test_cash","TestPayAndOrder","","","test_get_pay_way_list","正常：获取支付方式列表"
"passed","Sun Jun 28 13:46:20 UTC 2026","Sun Jun 28 13:46:21 UTC 2026","210","testcases","test_cash","TestCashDict","","","test_get_wechat_qr","正常：微信二维码"
"passed","Sun Jun 28 13:47:05 UTC 2026","Sun Jun 28 13:47:06 UTC 2026","420","testcases","test_keyword_driven","TestDataDrivenKeywords","","","test_filter_member_by_rfm[\u5168\u90e8]","按 RFM 等级筛选会员"
"passed","Sun Jun 28 13:46:08 UTC 2026","Sun Jun 28 13:46:09 UTC 2026","428","testcases","test_cash","TestCart","","","test_get_cart_list_empty","正常：获取空购物车列表"
"passed","Sun Jun 28 13:46:17 UTC 2026","Sun Jun 28 13:46:17 UTC 2026","223","testcases","test_cash","TestCart","","","test_add_to_cart_negative_num","异常：加购负数数量"
"passed","Sun Jun 28 13:48:00 UTC 2026","Sun Jun 28 13:48:00 UTC 2026","211","testcases","test_product","TestBarcode","","","test_get_by_barcode_not_found[\u6761\u7801_123456789]","异常：条码查询不存在商品"
"passed","Sun Jun 28 13:47:55 UTC 2026","Sun Jun 28 13:47:55 UTC 2026","195","testcases","test_product","TestProductDict","","","test_get_category_list","正常：商品分类列表"
"passed","Sun Jun 28 13:47:53 UTC 2026","Sun Jun 28 13:47:53 UTC 2026","204","testcases","test_product","TestProductList","","","test_spu_pagination[page=9999\u8d85\u5c3e\u9875]","边界：SPU 分页参数测试"
"passed","Sun Jun 28 13:47:48 UTC 2026","Sun Jun 28 13:47:49 UTC 2026","616","testcases","test_product","TestProductList","","","test_search_spu_by_keywords[\u5173\u952e\u8bcd_\u732b\u7cae]","正常：参数化关键词搜索"
"passed","Sun Jun 28 13:48:43 UTC 2026","Sun Jun 28 13:48:43 UTC 2026","269","testcases","test_product","TestFileSTS","","","test_get_file_sts_credentials_structure","验证：凭证结构完整性"
"passed","Sun Jun 28 13:48:00 UTC 2026","Sun Jun 28 13:48:00 UTC 2026","200","testcases","test_product","TestBarcode","","","test_get_by_barcode_not_found[\u6761\u7801_1234567890]","异常：条码查询不存在商品"
"passed","Sun Jun 28 13:48:58 UTC 2026","Sun Jun 28 13:48:59 UTC 2026","206","testcases","test_product","TestComboProduct","","","test_get_spu_detail_success","正常：获取组合商品详情"
"passed","Sun Jun 28 13:47:47 UTC 2026","Sun Jun 28 13:47:47 UTC 2026","206","testcases","test_product","TestProductList","","","test_get_spu_list_success","正常：获取商品列表"
"passed","Sun Jun 28 13:46:10 UTC 2026","Sun Jun 28 13:46:10 UTC 2026","201","testcases","test_cash","TestCart","","","test_get_cart_count","正常：购物车数量"
"passed","Sun Jun 28 13:48:03 UTC 2026","Sun Jun 28 13:48:08 UTC 2026","5635","testcases","test_product","TestCreateProduct","","","test_create_product_zero_price","边界：零元商品"
"passed","Sun Jun 28 13:48:15 UTC 2026","Sun Jun 28 13:48:21 UTC 2026","5869","testcases","test_product","TestCreateProduct","","","test_create_product_xss_name","安全：XSS 脚本商品名"
"passed","Sun Jun 28 13:50:06 UTC 2026","Sun Jun 28 13:50:06 UTC 2026","207","testcases.unit","test_auth_api","TestUserInfo","","","test_get_message_setting","正常：消息设置"
"passed","Sun Jun 28 13:47:15 UTC 2026","Sun Jun 28 13:47:16 UTC 2026","425","testcases","test_member","TestMemberList","","","test_member_list_pagination[normal]","边界：会员列表分页参数"
"passed","Sun Jun 28 13:46:36 UTC 2026","Sun Jun 28 13:46:36 UTC 2026","199","testcases","test_keyword_driven","TestMemberKeywords","","","test_get_rfm_levels","获取 RFM 等级列表"
"passed","Sun Jun 28 13:47:51 UTC 2026","Sun Jun 28 13:47:51 UTC 2026","216","testcases","test_product","TestProductList","","","test_spu_pagination[\u6b63\u5e38\u5206\u9875]","边界：SPU 分页参数测试"
"passed","Sun Jun 28 13:46:06 UTC 2026","Sun Jun 28 13:46:06 UTC 2026","225","testcases","test_cash","TestCashCategory","","","test_cash_list_pagination[page=0]","边界：分页参数"
"passed","Sun Jun 28 13:47:21 UTC 2026","Sun Jun 28 13:47:22 UTC 2026","432","testcases","test_member","TestMemberList","","","test_member_list_filter_rfm[\u5168\u90e8]","正常：按 RFM 等级筛选"
"passed","Sun Jun 28 13:49:00 UTC 2026","Sun Jun 28 13:49:02 UTC 2026","2404","testcases","test_product","TestComboProduct","","","test_create_combo_empty_name","异常：组合商品名称为空"
"passed","Sun Jun 28 13:46:07 UTC 2026","Sun Jun 28 13:46:07 UTC 2026","201","testcases","test_cash","TestCashCategory","","","test_cash_list_xss_keywords","安全：XSS 关键词搜索"
"passed","Sun Jun 28 13:48:33 UTC 2026","Sun Jun 28 13:48:36 UTC 2026","2889","testcases","test_product","TestBatchStock","","","test_compute_in_price_large_number","边界：超大入库数量"
"passed","Sun Jun 28 13:47:40 UTC 2026","Sun Jun 28 13:47:40 UTC 2026","208","testcases","test_member","TestCreateMember","","","test_create_member_invalid_phone_format","异常：无效手机号格式"
"passed","Sun Jun 28 13:49:24 UTC 2026","Sun Jun 28 13:49:25 UTC 2026","435","testcases","test_product","TestProductCRUD","","","test_create_and_delete_tag","集成：新建标签 → 验证标签列表"
"passed","Sun Jun 28 13:48:43 UTC 2026","Sun Jun 28 13:48:43 UTC 2026","281","testcases","test_product","TestFileSTS","","","test_get_file_sts_success","正常：获取有效的 STS 凭证"
"passed","Sun Jun 28 13:47:59 UTC 2026","Sun Jun 28 13:47:59 UTC 2026","200","testcases","test_product","TestBarcode","","","test_get_by_barcode_not_found[\u6761\u7801_12345678]","异常：条码查询不存在商品"
"passed","Sun Jun 28 13:47:33 UTC 2026","Sun Jun 28 13:47:33 UTC 2026","216","testcases","test_member","TestStaff","","","test_get_staff_list_success","正常：获取员工列表"
"passed","Sun Jun 28 13:49:26 UTC 2026","Sun Jun 28 13:49:36 UTC 2026","9708","testcases","test_product","TestProductCRUD","","","test_batch_stock_in_flow","集成：创建多商品 → 计算入库价格 → 批量入库 → 验证库存 → 清理"
"passed","Sun Jun 28 13:47:11 UTC 2026","Sun Jun 28 13:47:11 UTC 2026","233","testcases","test_member","TestMemberList","","","test_search_member_by_keywords[\u5173\u952e\u8bcd_Mia]","正常：参数化关键词搜索"
"passed","Sun Jun 28 13:46:05 UTC 2026","Sun Jun 28 13:46:05 UTC 2026","211","testcases","test_cash","TestCashCategory","","","test_get_cash_list[\u641c\u7d22\u732b\u7cae]","正常：参数化多关键词搜索"
"passed","Sun Jun 28 13:47:23 UTC 2026","Sun Jun 28 13:47:23 UTC 2026","215","testcases","test_member","TestMemberList","","","test_member_list_filter_rfm[\u91cd\u8981\u53d1\u5c55\u5ba2\u6237]","正常：按 RFM 等级筛选"
"passed","Sun Jun 28 13:46:03 UTC 2026","Sun Jun 28 13:46:03 UTC 2026","208","testcases","test_cash","TestCashCategory","","","test_get_cash_list[\u7a7a\u5173\u952e\u8bcd]","正常：参数化多关键词搜索"
"passed","Sun Jun 28 13:47:43 UTC 2026","Sun Jun 28 13:47:43 UTC 2026","648","testcases","test_member","TestMemberCRUD","","","test_create_member_and_query_cards","集成：创建会员 → 查询次卡 → 查询余额日志"
"passed","Sun Jun 28 13:47:29 UTC 2026","Sun Jun 28 13:47:29 UTC 2026","201","testcases","test_member","TestMemberTags","","","test_get_default_tags_success","正常：获取默认标签列表"
"passed","Sun Jun 28 13:48:02 UTC 2026","Sun Jun 28 13:48:02 UTC 2026","200","testcases","test_product","TestBarcode","","","test_get_by_barcode_sql_injection","安全：SQL 注入条码"
"passed","Sun Jun 28 13:47:04 UTC 2026","Sun Jun 28 13:47:04 UTC 2026","221","testcases","test_keyword_driven","TestDataDrivenKeywords","","","test_search_member_parametrized[\u6309\u59d3\u540d]","参数化搜索会员"
"passed","Sun Jun 28 13:47:36 UTC 2026","Sun Jun 28 13:47:36 UTC 2026","209","testcases","test_member","TestUserStoreSetting","","","test_get_user_store_setting_invalid_key","边界：无效的设置 key"
"passed","Sun Jun 28 13:47:32 UTC 2026","Sun Jun 28 13:47:32 UTC 2026","787","testcases","test_member","TestSpecies","","","test_get_species_level_success","正常：获取宠物品种列表"
"passed","Sun Jun 28 13:46:06 UTC 2026","Sun Jun 28 13:46:06 UTC 2026","205","testcases","test_cash","TestCashCategory","","","test_cash_list_pagination[\u7b2c2\u9875]","边界：分页参数"
"passed","Sun Jun 28 13:47:06 UTC 2026","Sun Jun 28 13:47:06 UTC 2026","302","testcases","test_keyword_driven","TestDataDrivenKeywords","","","test_filter_member_by_rfm[\u91cd\u8981\u4ef7\u503c\u5ba2\u6237]","按 RFM 等级筛选会员"
"passed","Sun Jun 28 13:46:23 UTC 2026","Sun Jun 28 13:46:23 UTC 2026","200","testcases","test_cash","TestMemberQuery","","","test_get_member_detail_not_found","异常：查询不存在的会员"
"passed","Sun Jun 28 13:46:36 UTC 2026","Sun Jun 28 13:46:38 UTC 2026","1194","testcases","test_keyword_driven","TestMemberKeywords","","","test_get_species_list","获取宠物品种列表"
"passed","Sun Jun 28 13:46:50 UTC 2026","Sun Jun 28 13:46:51 UTC 2026","216","testcases","test_keyword_driven","TestProductKeywords","","","test_get_sku_list","获取 SKU 列表"
"passed","Sun Jun 28 13:47:58 UTC 2026","Sun Jun 28 13:47:58 UTC 2026","207","testcases","test_product","TestProductDict","","","test_get_brand_by_name","正常：根据商品名查品牌"
"passed","Sun Jun 28 13:47:24 UTC 2026","Sun Jun 28 13:47:24 UTC 2026","211","testcases","test_member","TestMemberList","","","test_member_list_filter_rfm[\u4e00\u822c\u4ef7\u503c\u5ba2\u6237]","正常：按 RFM 等级筛选"
"passed","Sun Jun 28 13:47:40 UTC 2026","Sun Jun 28 13:47:40 UTC 2026","237","testcases","test_member","TestCreateMember","","","test_create_member_sql_injection","安全：SQL 注入会员名"
"passed","Sun Jun 28 13:47:35 UTC 2026","Sun Jun 28 13:47:35 UTC 2026","211","testcases","test_member","TestUserStoreSetting","","","test_get_user_store_setting_success","正常：获取用户门店设置"
"passed","Sun Jun 28 13:47:50 UTC 2026","Sun Jun 28 13:47:50 UTC 2026","208","testcases","test_product","TestProductList","","","test_search_spu_by_keywords[\u5173\u952e\u8bcd_\u5168\u540d]","正常：参数化关键词搜索"
"passed","Sun Jun 28 13:47:18 UTC 2026","Sun Jun 28 13:47:19 UTC 2026","421","testcases","test_member","TestMemberList","","","test_member_list_pagination[negative_page]","边界：会员列表分页参数"
"passed","Sun Jun 28 13:50:01 UTC 2026","Sun Jun 28 13:50:02 UTC 2026","647","testcases.unit","test_auth_api","TestAuthLogin","","","test_login_xss_injection","安全：XSS 脚本手机号"
